ID,title,category,target,weapon,killedinac,injured,datetimest,MGRS,GARS,GEOREF,USNG,UTM
926,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,8,12/28/2014 0:00,10SFF0296549327,117LP35,DJPG0905835032,10S FF 02965 49327,10S 602965 4049326
927,SAFIRE RPT,Small Arms Fire,Neutral,Small Arms,1,9,12/28/2014 0:00,10SFF0144850920,117LP35,DJPG0805335903,10S FF 01448 50920,10S 601448 4050920
928,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,12/28/2014 0:00,10SFF0312250231,117LP35,DJPG0917035520,10S FF 03122 50231,10S 603122 4050230
929,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,3,12/28/2014 0:00,10SEF9573754728,117LP34,DJPG0425137998,10S EF 95737 54728,10S 595736 4054727
930,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,9,12/28/2014 0:00,10SFF0369051124,117LP35,DJPG0955835999,10S FF 03690 51124,10S 603690 4051124
931,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,2,1,12/28/2014 0:00,10SFF0421352512,117LP35,DJPG0992036746,10S FF 04213 52512,10S 604212 4052511
932,(COUNTER-INSURGENCY) DEFECTING RPT,Other,Friendly,Unknown,9,9,12/28/2014 0:00,10SEF9787150544,117LP35,DJPG0565135722,10S EF 97871 50544,10S 597871 4050544
933,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,9,12/28/2014 0:00,10SFF0022450140,117LP35,DJPG0722635489,10S FF 00224 50140,10S 600224 4050139
934,IED EXPLOSION RPT,IED,Friendly,VOIED,2,9,12/28/2014 0:00,10SEF9416050490,117LP34,DJPG0316135715,10S EF 94160 50490,10S 594159 4050489
935,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,0,12/28/2014 0:00,10SEF9619952012,117LP34,DJPG0454036526,10S EF 96199 52012,10S 596198 4052012
936,DETAIN RPT,Detain,Enemy,Unknown,3,9,12/28/2014 0:00,10SFF0031150268,117LP35,DJPG0728535557,10S FF 00311 50268,10S 600310 4050267
937,IED EXPLOSION RPT,IED,Friendly,CWIED,2,0,12/28/2014 0:00,10SFF0419851674,117LP35,DJPG0990336293,10S FF 04198 51674,10S 604197 4051674
938,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,6,0,12/28/2014 0:00,10SFF0197051294,117LP35,DJPG0840636102,10S FF 01970 51294,10S 601970 4051294
939,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,1,5,12/28/2014 0:00,10SEF9597245493,117LP37,DJPG0434033002,10S EF 95972 45493,10S 595972 4045492
940,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,5,12/28/2014 0:00,10SEF9612145941,117LP37,DJPG0444333244,10S EF 96121 45941,10S 596121 4045941
941,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,9,12/28/2014 0:00,10SFF0064950372,117LP35,DJPG0751335612,10S FF 00649 50372,10S 600649 4050372
942,IED EXPLOSION RPT,IED,Friendly,VOIED,9,9,12/28/2014 0:00,10SEF9944250923,117LP35,DJPG0670835918,10S EF 99442 50923,10S 599442 4050923
943,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,9,12/28/2014 0:00,10SFF0279950924,117LP35,DJPG0895935896,10S FF 02799 50924,10S 602798 4050923
944,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,1,12/28/2014 0:00,10SFF0319652349,117LP35,DJPG0923736664,10S FF 03196 52349,10S 603196 4052348
945,MINE STRIKE RPT,Mine,Neutral,Mine,4,8,12/28/2014 0:00,10SFF0466049550,117LP36,DJPG1019635141,10S FF 04660 49550,10S 604660 4049550
946,UNEXPLODED ORDNANCE RPT,Unexploded Ordnance,Friendly,Unknown,2,5,12/28/2014 0:00,10SEF9595745739,117LP37,DJPG0433133135,10S EF 95957 45739,10S 595956 4045739
947,IED EXPLOSION RPT,IED,Friendly,VOIED,2,9,12/28/2014 0:00,10SFF0395150836,117LP35,DJPG0973135841,10S FF 03951 50836,10S 603950 4050836
948,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,9,12/28/2014 0:00,10SFF0011850142,117LP35,DJPG0715435491,10S FF 00118 50142,10S 600117 4050141
949,IED EXPLOSION RPT,IED,Friendly,CWIED,0,4,12/28/2014 0:00,10SEF9630744982,117LP37,DJPG0456032724,10S EF 96307 44982,10S 596307 4044982
950,IED EXPLOSION RPT,IED,Friendly,Unknown,0,4,12/28/2014 0:00,10SEF9703344659,117LP38,DJPG0504532544,10S EF 97033 44659,10S 597033 4044658
951,IED EXPLOSION RPT,IED,Friendly,Unknown,0,3,12/28/2014 0:00,10SFF0598755519,117LP36,DJPG1113538361,10S FF 05987 55519,10S 605987 4055519
952,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,1,12/28/2014 0:00,10SEF9622753202,117LP34,DJPG0456837170,10S EF 96227 53202,10S 596226 4053202
953,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,5,12/28/2014 0:00,10SEF9592645739,117LP37,DJPG0431033135,10S EF 95926 45739,10S 595926 4045738
954,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,1,12/28/2014 0:00,10SFF0457952710,117LP36,DJPG1016736851,10S FF 04579 52710,10S 604579 4052709
955,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,2,0,12/28/2014 0:00,10SFF0230451983,117LP35,DJPG0863536472,10S FF 02304 51983,10S 602303 4051983
956,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,9,12/29/2014 0:00,10SFF0137950885,117LP35,DJPG0800635884,10S FF 01379 50885,10S 601379 4050884
957,INDIRECT FIRE RPT (Rocket),Indirect Fire,Friendly,Rocket,5,1,12/29/2014 0:00,10SEF9719652701,117LP35,DJPG0521436893,10S EF 97196 52701,10S 597195 4052700
958,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,4,9,12/29/2014 0:00,10SEF9384950159,117LP34,DJPG0295035538,10S EF 93849 50159,10S 593848 4050158
959,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,5,12/29/2014 0:00,10SEF9644045640,117LP37,DJPG0465433079,10S EF 96440 45640,10S 596440 4045639
960,ATTACK RPT,Attack,Neutral,Small Arms,8,9,12/29/2014 0:00,10SEF9907050486,117LP35,DJPG0645535683,10S EF 99070 50486,10S 599070 4050486
961,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,5,9,12/29/2014 0:00,10SEF9862650256,117LP35,DJPG0615535562,10S EF 98626 50256,10S 598626 4050256
962,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,5,12/29/2014 0:00,10SEF9619545941,117LP37,DJPG0449233243,10S EF 96195 45941,10S 596194 4045941
963,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,6,12/29/2014 0:00,10SEF9702746685,117LP38,DJPG0505633640,10S EF 97027 46685,10S 597027 4046684
964,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,0,2,12/29/2014 0:00,10SEF9532454012,117LP34,DJPG0396937613,10S EF 95324 54012,10S 595324 4054011
965,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,0,0,12/29/2014 0:00,10SEF9667951783,117LP34,DJPG0486036399,10S EF 96679 51783,10S 596678 4051782
966,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,8,1,12/29/2014 0:00,10SEF9515752935,117LP34,DJPG0384837032,10S EF 95157 52935,10S 595156 4052934
967,DETAIN RPT,Detain,Neutral,Unknown,0,0,1/2/2015 0:00,10SFF0297251962,117LP35,DJPG0908336457,10S FF 02972 51962,10S 602971 4051962
968,SURVEILLANCE RPT,Surveillance,Enemy,Unknown,1,0,12/29/2014 0:00,10SFF0483651238,117LP36,DJPG1032736053,10S FF 04836 51238,10S 604835 4051237
969,ESCALATION OF FORCE RPT,Other,Enemy,Small Arms,1,1,12/29/2014 0:00,10SFF0454053210,117LP36,DJPG1014537121,10S FF 04540 53210,10S 604540 4053209
970,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,0,5,12/29/2014 0:00,10SEF9653445778,117LP37,DJPG0471833153,10S EF 96534 45778,10S 596534 4045777
971,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,0,12/29/2014 0:00,10SEF9495551709,117LP34,DJPG0370436370,10S EF 94955 51709,10S 594955 4051709
972,ATTACK RPT,Attack,Enemy,Small Arms,0,8,12/29/2014 0:00,10SFF0110749872,117LP35,DJPG0781635338,10S FF 01107 49872,10S 601106 4049871
973,IED EXPLOSION RPT (PBIED),IED,Friendly,PBIED,8,8,12/29/2014 0:00,10SEF9853549879,117LP35,DJPG0609135358,10S EF 98535 49879,10S 598534 4049878
974,ATTACK RPT,Attack,Friendly,Rocket,1,1,12/29/2014 0:00,10SFF0289153072,117LP35,DJPG0903837058,10S FF 02891 53072,10S 602891 4053071
975,ATTACK RPT,Attack,Neutral,Small Arms,0,0,12/29/2014 0:00,10SFF0441051852,117LP36,DJPG1004736388,10S FF 04410 51852,10S 604410 4051851
976,ARREST RPT,Arrest,Enemy,Unknown,5,0,12/29/2014 0:00,10SEF9829152084,117LP35,DJPG0594536552,10S EF 98291 52084,10S 598291 4052083
977,IED EXPLOSION RPT,IED,Friendly,VOIED,2,2,12/29/2014 0:00,10SEF9665953438,117LP34,DJPG0486037295,10S EF 96659 53438,10S 596659 4053437
978,ARREST RPT,Arrest,Enemy,Unknown,8,8,12/29/2014 0:00,10SFF0046249776,117LP35,DJPG0738235291,10S FF 00462 49776,10S 600461 4049776
979,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,9,1,12/29/2014 0:00,10SEF9639053036,117LP34,DJPG0467637079,10S EF 96390 53036,10S 596390 4053036
980,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,3,2,12/29/2014 0:00,10SFF0456353362,117LP36,DJPG1016237204,10S FF 04563 53362,10S 604562 4053362
981,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,1,4,12/29/2014 0:00,10SEF9671245331,117LP37,DJPG0483432910,10S EF 96712 45331,10S 596711 4045331
982,DIRECT FIRE RPT,Direct Fire,Friendly,VOIED,0,9,12/29/2014 0:00,10SFF0185650762,117LP35,DJPG0832535815,10S FF 01856 50762,10S 601856 4050761
983,ESCALATION OF FORCE RPT,Other,Neutral,Small Arms,1,5,12/29/2014 0:00,10SEF9748745805,117LP38,DJPG0535733161,10S EF 97487 45805,10S 597487 4045804
984,IED EXPLOSION RPT,IED,Friendly,Unknown,8,3,12/29/2014 0:00,10SFF0620255124,117LP36,DJPG1127638145,10S FF 06202 55124,10S 606202 4055123
985,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,1,0,12/29/2014 0:00,10SEF9812051843,117LP35,DJPG0582836423,10S EF 98120 51843,10S 598119 4051843
986,MINE STRIKE RPT,Mine,Friendly,Mine,2,1,12/29/2014 0:00,10SFF0393952431,117LP35,DJPG0973636704,10S FF 03939 52431,10S 603938 4052430
987,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,8,9,12/29/2014 0:00,10SFF0340650859,117LP35,DJPG0936635858,10S FF 03406 50859,10S 603406 4050859
988,INDIRECT FIRE RPT,Indirect Fire,Friendly,Mortar,2,9,12/30/2014 0:00,10SFF0250050050,117LP35,DJPG0875135426,10S FF 02500 50050,10S 602499 4050050
989,INDIRECT FIRE RPT,Indirect Fire,Friendly,Small Arms,1,2,12/30/2014 0:00,10SFF0460053689,117LP36,DJPG1018937380,10S FF 04600 53689,10S 604600 4053688
990,ARREST RPT,Arrest,Enemy,Unknown,2,7,12/30/2014 0:00,10SEF9745648394,117LP38,DJPG0535634562,10S EF 97456 48394,10S 597456 4048393
991,IED EXPLOSION RPT,IED,Friendly,VOIED,7,9,12/30/2014 0:00,10SEF9944250923,117LP35,DJPG0670835918,10S EF 99442 50923,10S 599442 4050923
992,DETAIN RPT,Detain,Enemy,Unknown,9,8,12/30/2014 0:00,10SEF9999549926,117LP35,DJPG0707135374,10S EF 99995 49926,10S 599995 4049925
993,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,5,9,12/30/2014 0:00,10SFF0207851016,117LP35,DJPG0847635951,10S FF 02078 51016,10S 602078 4051016
994,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,0,8,12/30/2014 0:00,10SEF9824349013,117LP38,DJPG0588834892,10S EF 98243 49013,10S 598242 4049012
995,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,2,12/30/2014 0:00,10SFF0372053888,117LP35,DJPG0960137494,10S FF 03720 53888,10S 603720 4053888
996,SAFIRE RPT,Small Arms Fire,Friendly,Small Arms,2,1,12/30/2014 0:00,10SFF0426052748,117LP35,DJPG0995436874,10S FF 04260 52748,10S 604259 4052748
997,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,9,2,12/30/2014 0:00,10SFF0542753509,117LP36,DJPG1074337277,10S FF 05427 53509,10S 605427 4053508
998,DIRECT FIRE RPT,Direct Fire,Enemy,Mortar,9,2,12/30/2014 0:00,10SEF9625453518,117LP34,DJPG0458937340,10S EF 96254 53518,10S 596254 4053518
999,DIRECT FIRE RPT,Direct Fire,Friendly,Small Arms,2,7,12/30/2014 0:00,10SFF0225048819,117LP38,DJPG0857434762,10S FF 02250 48819,10S 602249 4048818
1000,CACHE FOUND/CLEARED RPT,Cache Found Cleared,Enemy,Unknown,9,0,12/30/2014 0:00,10SFF0439152126,117LP36,DJPG1003636536,10S FF 04391 52126,10S 604391 4052126
